Commodity_Group ,Commodity_Name ,Measure_Names,Mode ,Port_Border,Port_Coast,Port_District,Port_Name,Port_State  ,Select_Date,Trade_Type,Year_of_Trade,No.,Measure_Values,Partner
All,All,Shipment Value (in U.S. $),All,Non-Border Ports,Continental,Minneapolis Customs District ,All,All,April,Import,2019,525,580499745,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Non-Border Ports,Gulf Coast,Mobile Customs District ,All,All,April,Import,2019,526,520339963,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Non-Border Ports,Gulf Coast,Mobile Customs District ,All,All,April,Import,2019,526,244326023,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Non-Border Ports,Continental,New Orleans Customs District ,All,All,April,Import,2019,527,1056707,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Non-Border Ports,Continental,New Orleans Customs District ,All,All,April,Import,2019,527,12464816,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Non-Border Ports,Gulf Coast,New Orleans Customs District ,All,All,April,Import,2019,528,652863387,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Non-Border Ports,Gulf Coast,New Orleans Customs District ,All,All,April,Import,2019,528,976451221,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Non-Border Ports,Atlantic,New York City Customs District ,All,All,April,Import,2019,529,784312430,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Non-Border Ports,Atlantic,New York City Customs District ,All,All,April,Import,2019,529,466588286,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Non-Border Ports,Continental,New York City Customs District ,All,All,April,Import,2019,530,730297,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Non-Border Ports,Continental,New York City Customs District ,All,All,April,Import,2019,530,138459235,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Southern Border Ports,Continental,Nogales Customs District ,All,All,April,Import,2019,531,688051887,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Southern Border Ports,Continental,Nogales Customs District ,All,All,April,Import,2019,531,1615727466,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Non-Border Ports,Continental,Nogales Customs District ,All,All,April,Import,2019,532,200592,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Non-Border Ports,Continental,Nogales Customs District ,All,All,April,Import,2019,532,14470507,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Non-Border Ports,Atlantic,Norfolk Customs District ,All,All,April,Import,2019,533,2134440,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Non-Border Ports,Atlantic,Norfolk Customs District ,All,All,April,Import,2019,533,5665636,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Northern Border Ports,Continental,Ogdensburg Customs District ,All,All,April,Import,2019,534,483163469,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Northern Border Ports,Continental,Ogdensburg Customs District ,All,All,April,Import,2019,534,1036309121,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Northern Border Ports,Great Lakes,Ogdensburg Customs District ,All,All,April,Import,2019,535,433797915,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Northern Border Ports,Great Lakes,Ogdensburg Customs District ,All,All,April,Import,2019,535,914156768,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Northern Border Ports,Continental,Pembina Customs District ,All,All,April,Import,2019,536,2068735097,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Northern Border Ports,Continental,Pembina Customs District ,All,All,April,Import,2019,536,1663932654,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Non-Border Ports,Continental,Pembina Customs District ,All,All,April,Import,2019,537,93280,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Non-Border Ports,Continental,Pembina Customs District ,All,All,April,Import,2019,537,853864,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Non-Border Ports,Atlantic,Philadelphia Customs District ,All,All,April,Import,2019,538,245032589,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Non-Border Ports,Atlantic,Philadelphia Customs District ,All,All,April,Import,2019,538,219200690,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Non-Border Ports,Gulf Coast,Port Arthur Customs District ,All,All,April,Import,2019,539,1433781380,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Non-Border Ports,Gulf Coast,Port Arthur Customs District ,All,All,April,Import,2019,539,516823579,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Northern Border Ports,Atlantic,Portland Customs District ,All,All,April,Import,2019,540,209385504,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Northern Border Ports,Atlantic,Portland Customs District ,All,All,April,Import,2019,540,129971929,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Non-Border Ports,Atlantic,Portland Customs District ,All,All,April,Import,2019,541,89560371,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Non-Border Ports,Atlantic,Portland Customs District ,All,All,April,Import,2019,541,74160305,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Northern Border Ports,Continental,Portland Customs District ,All,All,April,Import,2019,542,388016869,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Northern Border Ports,Continental,Portland Customs District ,All,All,April,Import,2019,542,410243686,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Non-Border Ports,Atlantic,Providence Customs District ,All,All,April,Import,2019,543,147638500,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Non-Border Ports,Atlantic,Providence Customs District ,All,All,April,Import,2019,543,422784187,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Southern Border Ports,Continental,San Diego Customs District ,All,All,April,Import,2019,544,209706781,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Southern Border Ports,Continental,San Diego Customs District ,All,All,April,Import,2019,544,886101801,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Southern Border Ports,Pacific,San Diego Customs District ,All,All,April,Import,2019,545,465097941,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Southern Border Ports,Pacific,San Diego Customs District ,All,All,April,Import,2019,545,2498788995,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Non-Border Ports,Pacific,San Diego Customs District ,All,All,April,Import,2019,546,2418913,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Non-Border Ports,Pacific,San Diego Customs District ,All,All,April,Import,2019,546,30014823,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Non-Border Ports,Pacific,San Francisco Customs District ,All,All,April,Import,2019,547,387323357,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Non-Border Ports,Pacific,San Francisco Customs District ,All,All,April,Import,2019,547,131330260,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Non-Border Ports,Atlantic,San Juan Customs District ,All,All,April,Import,2019,548,48654376,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Non-Border Ports,Atlantic,San Juan Customs District ,All,All,April,Import,2019,548,132868901,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Non-Border Ports,Atlantic,Savannah Customs District ,All,All,April,Import,2019,549,184825309,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Non-Border Ports,Atlantic,Savannah Customs District ,All,All,April,Import,2019,549,144846221,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Non-Border Ports,Continental,Savannah Customs District ,All,All,April,Import,2019,550,123852,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Non-Border Ports,Continental,Savannah Customs District ,All,All,April,Import,2019,550,13416048,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Northern Border Ports,Continental,Seattle Customs District ,All,All,April,Import,2019,551,105120918,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Northern Border Ports,Continental,Seattle Customs District ,All,All,April,Import,2019,551,125086658,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Non-Border Ports,Continental,Seattle Customs District ,All,All,April,Import,2019,552,354,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Non-Border Ports,Continental,Seattle Customs District ,All,All,April,Import,2019,552,3463830,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Northern Border Ports,Pacific,Seattle Customs District ,All,All,April,Import,2019,553,1795635973,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Northern Border Ports,Pacific,Seattle Customs District ,All,All,April,Import,2019,553,1330020697,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Non-Border Ports,Pacific,Seattle Customs District ,All,All,April,Import,2019,554,319709582,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Non-Border Ports,Pacific,Seattle Customs District ,All,All,April,Import,2019,554,141223815,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Northern Border Ports,Continental,St Albans Customs District ,All,All,April,Import,2019,555,392413878,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Northern Border Ports,Continental,St Albans Customs District ,All,All,April,Import,2019,555,437230152,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Non-Border Ports,Continental,St Albans Customs District ,All,All,April,Import,2019,556,43542,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Non-Border Ports,Continental,St Albans Customs District ,All,All,April,Import,2019,556,84797821,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Non-Border Ports,Continental,St Louis Customs District ,All,All,April,Import,2019,557,905743349,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Non-Border Ports,Continental,St Louis Customs District ,All,All,April,Import,2019,557,316716980,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Non-Border Ports,Gulf Coast,Tampa Customs District ,All,All,April,Import,2019,558,554841274,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Non-Border Ports,Gulf Coast,Tampa Customs District ,All,All,April,Import,2019,558,476980599,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Non-Border Ports,Atlantic,Virgin Islands(USA) Customs District ,All,All,April,Import,2019,559,143807,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Non-Border Ports,Atlantic,Virgin Islands(USA) Customs District ,All,All,April,Import,2019,559,212033,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Non-Border Ports,Continental,Washington DC Customs District ,All,All,April,Import,2019,560,31726,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Non-Border Ports,Continental,Washington DC Customs District ,All,All,April,Import,2019,560,9021455,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Northern Border Ports,Continental,Anchorage Customs District ,All,All,May,Export,2019,561,0,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Northern Border Ports,Continental,Anchorage Customs District ,All,All,May,Export,2019,561,850795,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Northern Border Ports,Pacific,Anchorage Customs District ,All,All,May,Export,2019,562,11901426,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Northern Border Ports,Pacific,Anchorage Customs District ,All,All,May,Export,2019,562,13259782,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Non-Border Ports,Pacific,Anchorage Customs District ,All,All,May,Export,2019,563,0,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Non-Border Ports,Pacific,Anchorage Customs District ,All,All,May,Export,2019,563,2077508,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Non-Border Ports,Atlantic,Baltimore Customs District ,All,All,May,Export,2019,564,4232872,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Non-Border Ports,Atlantic,Baltimore Customs District ,All,All,May,Export,2019,564,45767485,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Non-Border Ports,Atlantic,Boston Customs District ,All,All,May,Export,2019,565,11133582,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Non-Border Ports,Atlantic,Boston Customs District ,All,All,May,Export,2019,565,6949042,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Northern Border Ports,Great Lakes,Buffalo Customs District ,All,All,May,Export,2019,566,854361620,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Northern Border Ports,Great Lakes,Buffalo Customs District ,All,All,May,Export,2019,566,3217984423,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Non-Border Ports,Great Lakes,Buffalo Customs District ,All,All,May,Export,2019,567,0,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Non-Border Ports,Great Lakes,Buffalo Customs District ,All,All,May,Export,2019,567,10919290,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Non-Border Ports,Atlantic,Charleston Customs District ,All,All,May,Export,2019,568,11922193,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Non-Border Ports,Atlantic,Charleston Customs District ,All,All,May,Export,2019,568,17294652,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Non-Border Ports,Continental,Charlotte Customs District ,All,All,May,Export,2019,569,10073144,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Non-Border Ports,Continental,Charlotte Customs District ,All,All,May,Export,2019,569,4564588,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Non-Border Ports,Great Lakes,Chicago Customs District ,All,All,May,Export,2019,570,16193593,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Non-Border Ports,Great Lakes,Chicago Customs District ,All,All,May,Export,2019,570,35347735,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Non-Border Ports,Continental,Cleveland Customs District ,All,All,May,Export,2019,571,178344,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Non-Border Ports,Continental,Cleveland Customs District ,All,All,May,Export,2019,571,29234912,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Non-Border Ports,Great Lakes,Cleveland Customs District ,All,All,May,Export,2019,572,185607568,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Non-Border Ports,Great Lakes,Cleveland Customs District ,All,All,May,Export,2019,572,501671985,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Non-Border Ports,Great Lakes,Cleveland Ohio Customs District ,All,All,May,Export,2019,573,41565718,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Non-Border Ports,Great Lakes,Cleveland Ohio Customs District ,All,All,May,Export,2019,573,149285198,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Non-Border Ports,Pacific,Columbia-Snake Customs District ,All,All,May,Export,2019,574,8015782,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Non-Border Ports,Pacific,Columbia-Snake Customs District ,All,All,May,Export,2019,574,4543692,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Non-Border Ports,Continental,Dallas/Ft Worth Customs District ,All,All,May,Export,2019,575,386557,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Non-Border Ports,Continental,Dallas/Ft Worth Customs District ,All,All,May,Export,2019,575,67208885,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Non-Border Ports,Continental,Detroit Customs District ,All,All,May,Export,2019,576,0,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Non-Border Ports,Continental,Detroit Customs District ,All,All,May,Export,2019,576,187689,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Northern Border Ports,Great Lakes,Detroit Customs District ,All,All,May,Export,2019,577,2,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Northern Border Ports,Great Lakes,Detroit Customs District ,All,All,May,Export,2019,577,10512138421,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Non-Border Ports,Great Lakes,Detroit Customs District ,All,All,May,Export,2019,578,262704478,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Non-Border Ports,Great Lakes,Detroit Customs District ,All,All,May,Export,2019,578,162999053,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Northern Border Ports,Continental,Duluth Customs District ,All,All,May,Export,2019,579,0,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Northern Border Ports,Continental,Duluth Customs District ,All,All,May,Export,2019,579,250141472,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Northern Border Ports,Great Lakes,Duluth Customs District ,All,All,May,Export,2019,580,0,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Northern Border Ports,Great Lakes,Duluth Customs District ,All,All,May,Export,2019,580,15496255,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Non-Border Ports,Great Lakes,Duluth Customs District ,All,All,May,Export,2019,581,2844,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Non-Border Ports,Great Lakes,Duluth Customs District ,All,All,May,Export,2019,581,146665,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Southern Border Ports,Continental,El Paso Customs District ,All,All,May,Export,2019,582,33992,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Southern Border Ports,Continental,El Paso Customs District ,All,All,May,Export,2019,582,4237991235,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Northern Border Ports,Continental,Great Falls Customs District ,All,All,May,Export,2019,583,191690,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Northern Border Ports,Continental,Great Falls Customs District ,All,All,May,Export,2019,583,791132046,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Southern Border Ports,Continental,Great Falls Customs District ,All,All,May,Export,2019,584,1135,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Southern Border Ports,Continental,Great Falls Customs District ,All,All,May,Export,2019,584,235375,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Non-Border Ports,Continental,Great Falls Customs District ,All,All,May,Export,2019,585,0,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Non-Border Ports,Continental,Great Falls Customs District ,All,All,May,Export,2019,585,49807,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Non-Border Ports,Pacific,Honolulu Customs District ,All,All,May,Export,2019,586,89159,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Non-Border Ports,Pacific,Honolulu Customs District ,All,All,May,Export,2019,586,1654421,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Non-Border Ports,Gulf Coast,Houston-Galveston Customs District ,All,All,May,Export,2019,587,2443111792,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Non-Border Ports,Gulf Coast,Houston-Galveston Customs District ,All,All,May,Export,2019,587,1366107041,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Southern Border Ports,Continental,Laredo Customs District ,All,All,May,Export,2019,588,288064,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Southern Border Ports,Continental,Laredo Customs District ,All,All,May,Export,2019,588,10498556481,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Southern Border Ports,Gulf Coast,Laredo Customs District ,All,All,May,Export,2019,589,159504,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Southern Border Ports,Gulf Coast,Laredo Customs District ,All,All,May,Export,2019,589,694926512,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Non-Border Ports,Pacific,Los Angeles Customs District ,All,All,May,Export,2019,590,51331948,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Non-Border Ports,Pacific,Los Angeles Customs District ,All,All,May,Export,2019,590,103221483,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Border - Not Applicable,,Low-Valued Imports And Exports,All,All,May,Export,2019,591,0,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Border - Not Applicable,,Low-Valued Imports And Exports,All,All,May,Export,2019,591,3453916106,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Border - Not Applicable,,Mail Shipments (Export Only),All,All,May,Export,2019,592,0,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Border - Not Applicable,,Mail Shipments (Export Only),All,All,May,Export,2019,592,2730980,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Non-Border Ports,Atlantic,Miami Customs District ,All,All,May,Export,2019,593,6470429,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Non-Border Ports,Atlantic,Miami Customs District ,All,All,May,Export,2019,593,119235419,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Non-Border Ports,Great Lakes,Milwaukee Customs District ,All,All,May,Export,2019,594,25915595,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Non-Border Ports,Great Lakes,Milwaukee Customs District ,All,All,May,Export,2019,594,14626087,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Non-Border Ports,Continental,Minneapolis Customs District ,All,All,May,Export,2019,595,59745993,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Non-Border Ports,Continental,Minneapolis Customs District ,All,All,May,Export,2019,595,43003565,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Non-Border Ports,Gulf Coast,Mobile Customs District ,All,All,May,Export,2019,596,177123220,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Non-Border Ports,Gulf Coast,Mobile Customs District ,All,All,May,Export,2019,596,67595348,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Non-Border Ports,Continental,New Orleans Customs District ,All,All,May,Export,2019,597,227791,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Non-Border Ports,Continental,New Orleans Customs District ,All,All,May,Export,2019,597,79234853,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Non-Border Ports,Gulf Coast,New Orleans Customs District ,All,All,May,Export,2019,598,1813050694,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Non-Border Ports,Gulf Coast,New Orleans Customs District ,All,All,May,Export,2019,598,1471136879,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Non-Border Ports,Atlantic,New York City Customs District ,All,All,May,Export,2019,599,68534351,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Non-Border Ports,Atlantic,New York City Customs District ,All,All,May,Export,2019,599,103269820,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Non-Border Ports,Continental,New York City Customs District ,All,All,May,Export,2019,600,13320,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Non-Border Ports,Continental,New York City Customs District ,All,All,May,Export,2019,600,4923584,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Southern Border Ports,Continental,Nogales Customs District ,All,All,May,Export,2019,601,13561,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Southern Border Ports,Continental,Nogales Customs District ,All,All,May,Export,2019,601,1104443889,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Non-Border Ports,Continental,Nogales Customs District ,All,All,May,Export,2019,602,5719,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Non-Border Ports,Continental,Nogales Customs District ,All,All,May,Export,2019,602,1757576,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Non-Border Ports,Atlantic,Norfolk Customs District ,All,All,May,Export,2019,603,690981,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Non-Border Ports,Atlantic,Norfolk Customs District ,All,All,May,Export,2019,603,907019,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Northern Border Ports,Continental,Ogdensburg Customs District ,All,All,May,Export,2019,604,0,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Northern Border Ports,Continental,Ogdensburg Customs District ,All,All,May,Export,2019,604,782712959,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Northern Border Ports,Great Lakes,Ogdensburg Customs District ,All,All,May,Export,2019,605,204030537,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Northern Border Ports,Great Lakes,Ogdensburg Customs District ,All,All,May,Export,2019,605,850058739,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Northern Border Ports,Continental,Pembina Customs District ,All,All,May,Export,2019,606,289052,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Northern Border Ports,Continental,Pembina Customs District ,All,All,May,Export,2019,606,2246427343,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Non-Border Ports,Continental,Pembina Customs District ,All,All,May,Export,2019,607,0,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Non-Border Ports,Continental,Pembina Customs District ,All,All,May,Export,2019,607,37983,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Non-Border Ports,Atlantic,Philadelphia Customs District ,All,All,May,Export,2019,608,4767220,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Non-Border Ports,Atlantic,Philadelphia Customs District ,All,All,May,Export,2019,608,12292702,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Non-Border Ports,Gulf Coast,Port Arthur Customs District ,All,All,May,Export,2019,609,1429153219,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Non-Border Ports,Gulf Coast,Port Arthur Customs District ,All,All,May,Export,2019,609,773043292,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Northern Border Ports,Atlantic,Portland Customs District ,All,All,May,Export,2019,610,109080554,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Northern Border Ports,Atlantic,Portland Customs District ,All,All,May,Export,2019,610,59728477,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Non-Border Ports,Atlantic,Portland Customs District ,All,All,May,Export,2019,611,0,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Non-Border Ports,Atlantic,Portland Customs District ,All,All,May,Export,2019,611,1036961,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Northern Border Ports,Continental,Portland Customs District ,All,All,May,Export,2019,612,0,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Northern Border Ports,Continental,Portland Customs District ,All,All,May,Export,2019,612,197716527,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Non-Border Ports,Atlantic,Providence Customs District ,All,All,May,Export,2019,613,1631,All Partners (Canada and Mexico)
All,All,Shipment Value (in U.S. $),All,Non-Border Ports,Atlantic,Providence Customs District ,All,All,May,Export,2019,613,58323,All Partners (Canada and Mexico)
All,All,Shipment Weight (in kilograms),All,Southern Border Ports,Continental,San Diego Customs District ,All,All,May,Export,2019,614,20080,All Partners (Canada and Mexico)
