Customer City,Customer Name
BOTHELL,SEATTLE GENETICS INC
BOULDER,CORDEN PHARMA COLORADO INC
BOULDER,UNIVERSITY OF COLORADO - BOULDER
BOULDER,VELOCITY SCIENCES
BOULDER CITY,LAS VEGAS VALLEY WATER DISTRICT
BOULDER CITY,ROCKY RESEARCH
BOUND BROOK,ELIZABETHTOWN WATER CO
BOUNTIFUL,ORBIT IRRIGATION PRODUCTS INC
BOWLING GREEN,BOWLING GREEN STATE UNIVERSITY
BOWLING GREEN,OWL'S HEAD ALLOYS INC
BOWLING GREEN,WESTERN KENTUCKY UNIVERSITY
BOYNTON BEACH,CITY OF BOYNTON BEACH
BOZEMAN,MONTANA STATE UNIVERSITY
BRADENTON,COUNTY OF MANATEE
BRADENTON,MANATEE CTY WATER TREATMENT PLANT
BRADENTON,STATE COLLEGE OF FLORIDA
BRADLEY,IMC PHOSPHATE/MULBERRY LAB
BRAINTREE,BRAINTREE LABORATORIES INC
BRAINTREE,CITRA LABS
BRAINTREE,HAEMONETICS CORPORATION
BRAINTREE,WOLLASTON ALLOYS
BRAMPTON,SOTAX (CANADA) LTD
BRANDENBURG,DD WILLIAMSON & CO INC
BRANFORD,FORMA THERAPEUTICS INC
BRATTLEBORO,ENTERGY NUCLEAR VERMONT YANKEE LLC
BREA,HBT LAB INC
BREAUX BRIDGE,CARGILL INC
BRECKSVILLE,PROMERUS LLC
BREINIGSVILLE,NESTLE WATERS COMPANY
BREMERTON,PUGET SOUND NAVAL SHIPYARD
BRENTWOOD,CITY OF BRENTWOOD
BRENTWOOD,ESOTERIX
BRENTWOOD,LION OIL COMPANY
BREVARD,PHARMAGRA
BREWSTER,AKZO NOBEL SURFACE CHEMISTRY LLC
BREWSTER,LAMOTHERMIC CORPORATION
BRICK,BRICK TOWNSHIP MUA
BRIDGEPORT,RELIANCE LABORATORIES INC
BRIDGEPORT,UNIVERSITY OF BRIDGEPORT
BRIDGETON,NESHER PHARMACEUTICALS LLC
BRIDGETON,VIRBAC ANIMAL HEALTH
BRIDGEVIEW,APCO PACKAGING INC
BRIDGEVILLE,CARPENTER POWDER PRODUCTS INC
BRIDGEWATER,ADELLO BIOLOGICS
BRIDGEWATER,FISHER CHEMICALS
BRIDGEWATER,HENKEL CORPORATION-NEW JERSEY
BRIDGEWATER,KASHIV BIOSCIENCES LLC
BRIDGEWATER,NEVAKAR  LLC
BRIDGEWATER,SANOFI AVENTIS US INC
BRIDGEWATER,SOLARIS PHARMA CORPORATION
BRIDGMAN,INDIANA MICHIGAN POWER COMPANY
BRIGHTON,BRIGHTON ANALYTICAL INC.
BRIGHTON,CAMBRIDGE BIOMEDICAL RESEARCH
BRIGHTON,WELD MOLD
BRISTOL,FREUDENBERG NOK
BRISTOL,NSF PHARMALYTICA
BRISTOL,PINE LAKE INVESTMENTS INC
BRISTOL,ROGER WILLIAMS UNIVERSITY
BRISTOL,THE CHEMISTRY RESEARCH SOLUTION
BRISTOL,UNITED CHEMICAL TECHNOLOGIES
BROADVIEW,SOLO LABORATORIES
BROADWAY,RECKITT BENCKISER INC
BROCKTON,BUREAU VERITAS (3P)
BROCKVILLE,ST. BERNARD SOAP COMPANY
BROCKWAY,ANALYTICAL SERVICES INC
BROKEN ARROW,"GRISHAM SERVICES, INC."
BRONX,ALBERT EINSTEIN COLLEGE OF MEDICINE
BRONX,BRONX COMMUNITY COLLEGE - CUNY
BRONX,FORDHAM UNIVERSITY
BRONX,LEHMAN COLLEGE
BRONXVILLE,SARAH LAWRENCE COLLEGE
BROOKFIELD,PHARMCO-AAPER
BROOKFIELD,PHOTRONICS INC
BROOKINGS,DAKTRONICS
BROOKINGS,SOUTH DAKOTA AGRICULTURAL LAB
BROOKLYN,MEDGAR EVERS COLLEGE
BROOKLYN,MIRIMUS INC
BROOKLYN,ST. FRANCIS COLLEGE
BROOKSVILLE,CEMEX INC
BROOKSVILLE,SOUTHWEST FLORIDA WATER MGMT
BROOMFIELD,"UNIGEN, INC"
BROUSSARD,M-I SWACO
BROWNSVILLE,BROWNSVILLE PUBLIC UTILITIES
BRUNSWICK,COLUMBIA CHEMICAL CORPORATION
BRUNSWICK,PINOVA INCORPORATED
BRYAN,AXIS PIPE AND TUBE INC
BUCHANAN,ENTERGY NUCLEAR OPERATION
BUCKS,#USE 503992 SYNGENTA CROP PROTECTIO
BUELLTON,PLATINUM PERFORMANCE INC
BUENA PARK,NUTRILITE PRODUCTS INC
BUFFALO,AURUBIS BUFFALO INC
BUFFALO,AUSTIN RESEARCH LABS CORP
BUFFALO,BUFFALO STATE UNIVERSITY
BUFFALO,CANISIUS COLLEGE
BUFFALO,COUNTY OF ERIE
BUFFALO,ERIE COUNTY CENTRAL POLICE LAB
BUFFALO,HOSPIRA INC - A PFIZER COMPANY
BUFFALO,"LACTALIS AMERICAN GROUP, INC"
BUFFALO,MATERION CORP
BUFFALO,PANASONIC CORPORATION OF NORTH AMER
BUFFALO,SAFETEC OF AMERICA INC
BUFFALO,THE RESEARCH FOUNDATION OF SUNY
BUFFALO,UNIVERSITY AT BUFFALO
BURBANK,AMERICAN ENVIRONMENTAL TESTING
BURBANK,K&L ANODIZING CORP
BURBANK,MICRO QUALITY LABS
BURLINGAME,GARRATT-CALLAHAN COMPANY
BURLINGAME,SAN FRANCISCO PUBLIC UTILITIES
BURLINGAME,VECTOR LABORATORIES
BURLINGTON,CEDARLANE LABORATORIES LTD
BURLINGTON,CHAMPLAIN VALLEY DISPENSARY INC
BURLINGTON,INTERNATIONAL PRODUCTS CORPORATION
BURLINGTON,LABCORP  (HQ)
BURLINGTON,"LAHEY CLINIC HOSPITAL, INC"
BURLINGTON,"LEMAITRE VASCULAR, INC"
BURLINGTON,REDSHIFT SYSTEMS CORPORATION
BURLINGTON,UNIVERSITY OF VERMONT
BURLINGTON,VERMONT DEPT OF AGRICULTURE
BURNHAM,STANDARD STEEL
BURNS HARBOR,ARCELORMITTAL BURNS HARBOR LLC
BURNSVILLE,ALTERNATIVE TECHNOLOGIES INC
BURNSVILLE,MARTIN CALIBRATION INC
BURNSVILLE,MISSISSIPPI SILICON
BURR RIDGE,FAUSKE AND ASSOCIATES LLC
BUTLER,AK STEEL CORPORATION
BUTLER,BEAR METALLURGICAL
BUTLER,CARMEUSE LIME COMPANY
BUTLER,STEEL DYNAMICS
BUTTE,MARCOM LLC
BUTTE,REC ADVANCED SILICON MATERIALS LLC
BYRON,EXELON GENERATION CO LLC
CADILLAC,AVON PROTECTION SYSTEMS INC
CAIRO,CHEMTRADE LOGISTICS
CALABASAS,ARMAGEN INC
CALABASAS,XPERI CORPORATION
CALEXICO,IMPERIAL VALLEY ENV LAB
CALGARY,ALBERTA HEALTH SERVICES CALGARY
CALGARY,NU-WEST INDUSTRIES INC
CALGARY,SULPHUR EXPERTS INC
CALHOUN,RESOLUTE FOREST PRODUCTS
CALIPATRIA,CAL ENERGY OPERATING CO
CALVERT CITY,ASHLAND SPECIALTY INGREDIENTS
CALVERT CITY,ISP CHEMICALS INC
CAMARILLO,CAL STATE UNIV CHANNEL ISLANDS
CAMARILLO,CITY OF CAMARILLO SANITARY DISTRICT
CAMARILLO,CITY OF THOUSAND OAKS
CAMARILLO,HTL BIOSOLUTIONS INC
CAMARILLO,HYGIENA LLC
CAMARILLO,MEISSNER FILTRATION PRODUCTS
CAMARILLO,YTC AMERICA INC
CAMARILLO,ZPOWER LLC
CAMAS,WAFERTECH LLC
CAMBRIDGE,#USE 1035009 VERTEX PHARMACEUTICAL
CAMBRIDGE,ACCELERON PHARMA
CAMBRIDGE,ACCELERON PHARMA INC
CAMBRIDGE,AGIOS PHARMACEUTICALS
CAMBRIDGE,ALNYLAM PHARMACEUTICALS
CAMBRIDGE,"AXCELLA HEALTH, INC."
CAMBRIDGE,BAXTER HEALTHCARE CORPORATION
CAMBRIDGE,BIOANALYTIX INC
CAMBRIDGE,BIOGEN IDEC INC
CAMBRIDGE,BLUEBIRD BIO INC
CAMBRIDGE,CAMBRIDGE SCIENTIFIC INC.
CAMBRIDGE,"CASEBIA THERAPEUTICS, INC."
CAMBRIDGE,CELLAY INC
CAMBRIDGE,CELSIUS THERAPEUTICS INC
CAMBRIDGE,CITY OF CAMBRIDGE
CAMBRIDGE,CODIAK BIOSCIENCES
CAMBRIDGE,CRISPR THERAPEUTICS INC
CAMBRIDGE,DICERNA PHARMACEUTICALS
CAMBRIDGE,DRAPER LABORATORY
CAMBRIDGE,ENANTA PHARMACEUTICALS
CAMBRIDGE,FOUNDATION MEDICINE INC
CAMBRIDGE,GENERATION BIO CO
CAMBRIDGE,GLYDE BIO INC
CAMBRIDGE,H3 BIOMEDICINE INC
CAMBRIDGE,HARVARD UNIVERSITY
CAMBRIDGE,INTELLIA THERAPEUTICS INC
CAMBRIDGE,IPSEN BIOSCIENCE INC
CAMBRIDGE,IQ PROTEOMICS
CAMBRIDGE,IRONWOOD PHARMACEUTICALS INC
CAMBRIDGE,IRONWOOD PHARMACEUTICALS INC.
CAMBRIDGE,"KINTAI THERAPEUTICS, INC."
CAMBRIDGE,LAB CENTRAL/KORRO BIO
CAMBRIDGE,LIFEMINE THERAPEUTICS INC
CAMBRIDGE,LMI CUSTOM MIXING LLC
CAMBRIDGE,"LYSOSOMAL THERAPEUTICS, INC (LTI)"
CAMBRIDGE,MASSACHUSETTS INST OF TECHNOLOGY
CAMBRIDGE,MERRIMACK PHARMACEUTICALS
CAMBRIDGE,MERSANA THERAPEUTICS INC
CAMBRIDGE,MILLENNIUM PHARMACEUTICALS INC
CAMBRIDGE,MODERNA THERAPEUTICS INC
CAMBRIDGE,MOMENTA PHARMACEUTICALS INC
CAMBRIDGE,NEON THERAPEUTICS INC
CAMBRIDGE,NOVOGY INC
CAMBRIDGE,PROCLARA BIOSCIENCES INC.
CAMBRIDGE,QUANTERIX CORPORATION
CAMBRIDGE,SAREPTA THERAPEUTICS INC
CAMBRIDGE,SEMMA THERAPEUTICS
CAMBRIDGE,SEMPRUS BIOSCIENCES CORP
CAMBRIDGE,SPOTLIGHT BIOSCIENCES INC
CAMBRIDGE,SYNLOGIC INC
CAMBRIDGE,THE BROAD INSTITUTE INC
CAMBRIDGE,THE FORSYTH INSTITUTE
CAMBRIDGE,TRANSLATE BIO
CAMBRIDGE,U.S. WATER SERVICES
CAMBRIDGE,ULTIVUE INC
CAMBRIDGE,VEDANTA BIOSCIENCES
CAMBRIDGE,"VOYAGER THERAPEUTICS, INC."
CAMBRIDGE,WARP DRIVE BIO INC
CAMBRIDGE,WARP DRIVE BIO LLC
CAMBRIDGE,WAVE LIFE SCIENCES
CAMBRIDGE,WHITEHEAD INSTITUTE
CAMBRIDGE,ZIMMER BIOMET
CAMDEN,CAMPBELL SOUP COMPANY (HQ)
CAMILLA,WATERS AGRICULTURAL
CANANDAIGUA,ARTERRA WINES CANADA INC
CANANDAIGUA,PACTIV CORPORATION
CANOGA PARK,ONE LAMBDA INC
CANTON,BOSTON SCIENTIFIC SADRA MEDICAL
CANTON,CITY OF CANTON
CANTON,CITY OF CANTON WATER POL
CANTON,ENVIRITE CORP
CANTON,EVERGREEN PACKAGING INC
CANTON,INTERPOLYMER CORPORATION
CANTON,KOYO BEARINGS USA LLC
CANTON,ORGANOGENESIS INC
CANTON,OWENS CORNING SALES LLC
CANTON,UL VS CANTON INC
CANTONMENT,"POLYMER & CHEMICAL TECH. , LLC"
CANYON,WEST TEXAS A&M UNIVERSITY
CAPE MAY,CAPE MAY DEPT OF HEALTH
CAPE MAY COURT HOUSE,COUNTY OF CAPE MAY
CAPITOLA,SC LABORATORIES
CARBONDALE,CITY OF CARBONDALE
CARBONDALE,GENTEX CORPORATION
CARBONDALE,SOUTHERN ILLINOIS UNIVERSITY
CARLISLE,CARLISLE SYNTEC INC
CARLISLE,CUMBERLAND COUNTY
CARLISLE,DICKINSON COLLEGE
CARLISLE,LAND O' LAKES INC
CARLSBAD,BIORELIANCE
CARLSBAD,CARLSBAD TECHNOLOGY INC
CARLSBAD,CHROMACODE INC
CARLSBAD,CUSTOPHARM INC
CARLSBAD,DCN DIAGNOSTICS
CARLSBAD,GEMOLOGICAL INSTITUTE OF AMERICA
CARLSBAD,GENMARK DX
CARLSBAD,GLANBIA NUTRITIONALS (NA) INC
CARLSBAD,NATURAL ALTERNATIVES INTERNATIONAL
CARLSBAD,NATURES SUPPLEMENTS
CARLSBAD,REGULUS THERAPEUTICS INC
CARLSBAD,SELECT SUPPLEMENTS INC
CARLSBAD,ZIMMER DENTAL INC
CARLSTADT,SUN CHEMICAL CORPORATION
CARLSTADT,TEC-CAST
CARMEL VALLEY,MONTEREY BAY ANALYTICAL SERVICES
CARNEGIE,UNION ELECTRIC STEEL
CARNEYS POINT,LASSONDE PAPPAS & CO INC (HQ)
CAROLINA,LILLY DEL CARIBE INC
CARPENTERSVILLE,SYNERGY CATALYST LLC
CARPINTERIA,NUSIL TECHNOLOGY LLC
CARROLLTON,MICROCONSULT INC
CARROLLTON,PRECILAB LLC
CARROLLTON,SOUTHWIRE CORPORATION
CARROLLTON,SWISS-AMERICAN PRODUCTS INC
CARROLLTON,UNITED LABORATORIES MANUFACTURING L
CARROLLTON,WESTERN EXTRUSIONS CORPORATION
CARSON,CALIFORNIA STATE UNIV DOMINGUEZ HIL
CARSON,COSWAY COMPANY INC
CARSON,NEXEO SOLUTIONS
CARSON,VIREOL BIO ENERGY LLC
CARSON CITY,CARSON CITY WASTE WATER
CARSON CITY,CHROMALLOY NEVADA
CARTERET,ACCREDITED ANALYTICAL RESOURCES LLC
CARTERSVILLE,ACUITY SPECIALTY PRODUCTS
CARTHAGE,ESM TECHNOLOGIES LLC
CARUTHERS,F & T FARMS
CARVER,DECAS CRANBERRY PRODUCTS INC
CARY,"BIOLINK LIFE SCIENCES,INC"
CARY,EUROFINS CEI INC
CARY,NC DISTRICT ATTORNEY'S ASSOC
CARY,PRECISION WEIGHING INC
CARY,SAGE PRODUCTS INC
CARY,SCIENTIFIC CALIBRATION INC
CASA GRANDE,HEXCEL CORPORATION
CASPER,URANERZ ENERGY CORPORATION
CASPER,WESTERN ENVIRONMENTAL SERVICES
CASTLE ROCK,DOUGLAS COUNTY GOVERNMENT
CASTLE ROCK,INFINITY LABORATORIES
CASTLE ROCK,PLUM CREEK WATER RECLAMATION
CASTROVILLE,FUJIFILM ULTRA PURE SOLUTIONS
CATLETTSBURG,CALGON CARBON CORP
CATLETTSBURG,MARATHON PETROLEUM CO LP
CATOOSA,ADVANCE RESEARCH CHEMICALS INC
CAYUGA,"DUKE ENERGY INDIANA, INC"
CEDAR CITY,AMERICAN PACIFIC CORP
CEDAR FALLS,UNIVERSITY OF NORTHERN IOWA
CEDAR KNOLLS,MIDATLANTIC NEONATOLOGY ASSOCIATES
CEDAR RAPIDS,ADM CORN PROCESSING
CEDAR RAPIDS,ADM CORN PROCESSING - CEDAR RAPIDS
CEDAR RAPIDS,CITY OF CEDAR RAPIDS
CEDAR RAPIDS,PMX INDUSTRIES
CEDAR RAPIDS,RAINING ROSE INC
CEDAR RAPIDS,ROCKWELL INTERNATIONAL
CEDARVILLE,CEDARVILLE UNIVERSITY
CELINA,CELINA ALUMINUM PRECISION TECH
CENTENNIAL,ALLOSOURCE
CENTENNIAL,GEX CORPORATION
CENTER VALLEY,AVANTOR PERFORMANCE MATERIALS
CENTRAL CITY,GREEN PLAINS CENTRAL CITY LLC
CENTRAL CITY,KENTUCKY UTILITIES CO
CENTRALIA,CENTRALIA COLLEGE
CENTREVILLE,"SAMYAK SOLUTIONS, INC"
CERES,BRONCO WINE COMPANY
CHADDS FORD,ENDO PHARMACEUTICALS INC
CHAMPAIGN,#USE 1033858 US ARMY CORPS OF ENGIN
CHAMPAIGN,HWS ENERGY PARTNERS
CHAMPAIGN,ILLINOIS STATE WATER SURVEY
CHAMPAIGN,STRATUM RESERVOIR (ISOTECH) LLC
CHANDLER,ARIZONA NUTRITIONAL SUPPLEMENTS
CHANDLER,DESERT LABORATORIES
CHANDLER,ENZYME PROCESS INTERNATIONAL
CHANDLER,GOOD HEALTH MANUFACTURING INC
CHANDLER,ISLAND KINETICS INC
CHANDLER,JX NIPPON MINING & METALS USA INC
CHANDLER,PACIFIC SCIENTIFIC
CHANHASSEN,THE BERGQUIST COMPANY INC
CHANNAHON,LODERS CROKLAAN
CHANTILLY,GRANULES PHARMACEUTICAL INC
CHAPEL HILL,UNIV OF NORTH CAROLINA
CHAPEL HILL,UNIV OF NORTH CAROLINA CHAPEL HILL
CHARDON,DE NORA TECH INC
CHARDON,RHEIN CHEMIE CORPORATION
CHARLES CITY,CAMBREX CHARLES CITY INC
CHARLESTON,CITY OF CHARLESTON
CHARLESTON,COLLEGE OF CHARLESTON
CHARLESTON,LANXESS CORPORATION
CHARLESTON,MED UNIV OF SOUTH CAROLINA
CHARLESTON,MEDICAL UNIV OF SOUTH CAROLINA
CHARLESTON,NATIONAL MARINE FISHERIES
CHARLESTON,OLIN CORPORATION
CHARLESTON,STATE OF WEST VIRGINIA
CHARLESTON,WEST VIRGINIA DEPT OF TRANS
CHARLESTOWN,MASSACHUSETTS GENERAL HOSPITAL
CHARLESTOWN,PARTNERS HEALTHCARE SYSTEM
CHARLOTTE,CLARIANT LSM ACCTS PAYABLE
CHARLOTTE,DUKE ENERGY CORPORATION
CHARLOTTE,DYSTAR LP
CHARLOTTE,FMC LITHIUM - CORPORATE HQ
CHARLOTTE,GOODRICH - HEADQUARTERS - NC
CHARLOTTE,HEPACO LLC
CHARLOTTE,HERITAGE ENVIRONMENTAL SERVICES
CHARLOTTE,MERIDIAN LABORATORY CORPORATION
CHARLOTTE,MIDREX TECHNOLOGIES INC
CHARLOTTE,MONTROSE ENVIRONMENT GROUP INC
CHARLOTTE,NORTH CAROLINA DEPT OF AG
CHARLOTTE,PAVCO INC
CHARLOTTE,PBI PERFORMANCE PRODUCTS INC
CHARLOTTE,PRISM LABORATORIES INC
CHARLOTTE,QUALITEST PHARMACEUTICALS
CHARLOTTE,SCR TECH
CHARLOTTE,SIBELCO NORTH AMERICA INC
CHARLOTTE,THE REMI GROUP
CHARLOTTE,UNIV OF NORTH CAROLINA - CHARLOTTE
CHARLOTTE,VINTAGE PHARMACEUTICALS INC
CHARLOTTESVILLE,PIEDMONT VIRGINIA COMMUNITY COLLEGE
CHARLOTTESVILLE,UNIVERSITY OF VIRGINIA
CHARLOTTETOWN,BIOVECTRA INC
CHASKA,"ATMI, AN ENTEGRIS COMPANY"
CHASKA,ENTEGRIS
CHASKA,LIFECORE BIOMEDICAL INC
CHATSWORTH,AWARE PRODUCTS INC
CHATSWORTH,BIO-NUTRACEUTICALS INC
CHATSWORTH,LEVLAD INC
CHATSWORTH,NATROL LLC
CHATSWORTH,NEW HAMPSHIRE BALL BEARINGS
CHATSWORTH,THIBIANT INTERNATIONAL
CHATTANOOGA,AQUA TREAT
CHATTANOOGA,CHATTEM INC A DIVISION OF SANOFI
CHATTANOOGA,NA INDUSTRIES INC
CHATTANOOGA,UNIV OF TENNESSEE CHATTANOOGA
CHELMSFORD,KRUEGER FOOD LABORATORIES INC
CHENEY,EASTERN WASHINGTON UNIVERSITY
CHEROKEE,LIFE DATA LABS
CHERRY HILL,AMERICAN WATER
CHERRY HILL,HIKMA PHARMACEUTICALS USA INC
CHERRY HILL,NEW JERSEY AMERICAN WATER COMPANY
CHERRY HILL,TPM LABORATORIES INC
CHERRY POINT,COMMANDING OFF/AVIATION DEPOT
CHERRY POINT,US MARINE CORPS AIR STATION
CHESAPEAKE,CITY OF CHESAPEAKE
CHESAPEAKE,LOCKHEED MARTIN SVC INC
CHESAPEAKE,MITSUBISHI CHEMICAL AMERICA
CHESAPEAKE,YUPO CORPORATION
CHESHIRE,ARCH CHEMICALS INC
CHESTER,AMSCAN INC
CHESTER,CHESTER WATER AUTHORITY
CHESTER,DOMINION ENERGY
CHESTER,WIDENER UNIVERSITY
CHESTERFIELD,ADVANCED PAIN CLINIC
CHESTERFIELD,BOOMERANG TUBE LLC
CHESTERFIELD,CHESTERFIELD COUNTY
CHESTERFIELD,SEVENTH WAVE LABORATORIES LLC
CHESTERLAND,FAIRMOUNT SANTROL
CHESTERTOWN,WASHINGTON COLLEGE
CHESTNUT HILL,BOSTON COLLEGE
CHESTNUT RIDGE,PAR PHARMACEUTICAL INC (HQ)
CHESWICK,VITRO FLAT GLASS LLC
CHEVY CHASE,HOWARD HUGHES MEDICAL INSTITUTE
CHEYENNE,EMERALD PERFORMANCE MATERIALS
CHEYENNE,STATE OF WYOMING CRIME LAB
CHEYENNE,WYOMING DEPT OF ENV QUALITY
CHICAGO,#USE 1035576 EXELON COMPANY
CHICAGO,ADA HEALTH FOUNDATION
CHICAGO,AKZO NOBEL INC  (US REGIONAL HQ)
CHICAGO,AMSTED RAIL COMPANY INC
CHICAGO,ARCELORMITTAL USA INC
CHICAGO,BAGCRAFT PACKAGING LLC
CHICAGO,BEAM SUNTORY  (HQ)
CHICAGO,CHICAGO CITY OF
CHICAGO,CONCEPT LABORATORIES INC
CHICAGO,DEA DRUG ENFORCEMENT AGENCY
CHICAGO,DEPAUL UNIVERSITY
CHICAGO,EXELON CORPORATION  (HQ)
CHICAGO,FIELD MUSEUM OF NATURAL HISTORY
CHICAGO,FINKL STEEL
CHICAGO,"HAZEL TECHNOLOGIES, INC"
CHICAGO,IIT RESEARCH INSTITUTE
CHICAGO,ITALMATCH SC LLC
CHICAGO,LOYOLA UNIVERSITY CHICAGO
CHICAGO,LURIE CHILDRENS HOSPITAL OF CHICAGO
CHICAGO,METROPOLITAN WATER RECLAMATION DIST
CHICAGO,MORTON SALT INC
CHICAGO,MRC POLYMERS
CHICAGO,NORTHEASTERN ILLINOIS UNIVERSITY
CHICAGO,PULLMAN INNOVATIONS & AFFILIATES
CHICAGO,REPUBLIC STEEL COMPANY
CHICAGO,RR DONNELLEY - GLOBAL HEADQUARTERS
CHICAGO,RUSH UNIVERSITY MEDICAL CENTER
CHICAGO,S & C ELECTRIC COMPANY
CHICAGO,SILLIKER INC  (HQ)
CHICAGO,TECHNOX MACHINE & MFG INC
CHICAGO,THE BOEING COMPANY
CHICAGO,THE UNIVERSITY OF CHICAGO
CHICAGO,TRANSCONTINENTAL HOLDING CORP
CHICAGO,UGN INCORPORATED CHICAGO HQ
CHICAGO,UNILEVER
CHICAGO,UNITED THERAPEUTICS
CHICAGO,UNIVERSITY OF CHICAGO
CHICAGO,UNIVERSITY OF ILLINOIS AT CHICAGO
CHICAGO,US FDA
CHICAGO,VITA FOOD PRODUCTS INC
CHICAGO HEIGHTS,INNOPHOS INC
CHICKASHA,HSI SENSING
CHICKASHA,STATE OF OKLAHOMA
CHICOPEE,EXPERIENCE WELLNESS CENTERS LLC
CHILLICOTHE,MEADWESTVACO CORPORATION
CHILTON,BRIESS MALT & INGREDIENTS CO
CHINO,SPECIALTY ENZYMES & BIOTECHNOLOGIES
CHINO HILLS,INLAND EMPIRE UTILITIES AGENCY
CHIPPEWA FALLS,TTM TECHNOLOGIES
CHRISTIANSBURG,INORGANIC VENTURES INC
CHRISTIANSBURG,SGS POLYMER SOLUTIONS INC
CHULA VISTA,ROHR INC - BF GOODRICH
CHULA VISTA,SWEETWATER AUTHORITY
CINCINNATI,BAERLOCHER USA L.L.C.
CINCINNATI,BASF CORPORATION
CINCINNATI,CIMCOOL INDUSTRIAL PRODUCTS LLC
CINCINNATI,CINCINNATI CHILDREN'S HOSPITAL
CINCINNATI,CITY OF CINCINNATI
CINCINNATI,DUBOIS CHEMICALS INC
CINCINNATI,EMD CHEMICALS INC
CINCINNATI,EMERY OLEOCHEMICALS LLC
CINCINNATI,GIVAUDAN FLAVORS CORP
CINCINNATI,KAO USA INC
CINCINNATI,KOST USA INC
CINCINNATI,MAVERICK CORPORATION
CINCINNATI,MERIDIAN BIOSCIENCE INC
CINCINNATI,MICHELMAN INC
CINCINNATI,MILACRON
CINCINNATI,NIOSH/DHHS/PHS/CDC
CINCINNATI,ORSANCO
CINCINNATI,ORSANCO/WEST VIRGINIA AMERICAN WATE
CINCINNATI,PETER CREMER NORTH AMERICA
CINCINNATI,PROCTER & GAMBLE
CINCINNATI,SUN CHEMICAL CORPORATION
CINCINNATI,UNIVERSITY OF CINCINNATI
CINCINNATI,US ENVIRONMENTAL PROTECTION AGENCY
CINCINNATI,VALICOR ENVIRONMENTAL SERVICES
CINNAMINSON,HOEGANAES CORPORATION
CIRCLE PINES,NORTHERN TECHNOLOGIES INT'L
CITY OF INDUSTRY,AIDP INC
CITY OF INDUSTRY,BEST FORMULATIONS
CITY OF INDUSTRY,QUEMETCO
CITY OF INDUSTRY,SUNRIDER MANUFACTURING LP
CITY OF INDUSTRY,WECK LABORATORIES
CLAREMONT,POMONA COLLEGE
CLAREMONT,SYNEDGEN INC
CLAREMORE,TERRA NITROGEN
CLARENCE,GREATBATCH CRM & NEUROMODULATION
CLARKDALE,SALT RIVER MATERIALS GROUP
CLARKSTON,CERADYNE INC
CLARKSVILLE,BRIDGESTONE METALPHA USA
CLARKSVILLE,NYRSTAR CLARKSVILLE INC
CLAWSON,POLYTHERM TESTING LAB
CLAYPOOL,LOUIS DREYFUS AG INDUSTRIES LLC
CLAYTON,GRIFOLS THERAPEUTICS INC
CLAYVILLE,HMI METAL POWDERS
CLEARFIELD,BALCHEM CORPORATION
CLEARWATER,CHROMADEX INC
CLEARWATER,CITY OF CLEARWATER
CLEARWATER,TAMPA BAY WATER
CLEBURNE,TEXAS LIME COMPANY
CLEMSON,CLEMSON UNIVERSITY
CLEVELAND,ARCELORMITTAL CLEVELAND INC
CLEVELAND,ATHERSYS INCORPORATED
CLEVELAND,BORCHERS AMERICAS INC
CLEVELAND,BRUSH WELLMAN INC
CLEVELAND,CASE WESTERN RESERVE UNIVERSITY
CLEVELAND,CITY OF CLEVELAND
CLEVELAND,CLEVELAND CLINIC FOUNDATION
CLEVELAND,CUYAHOGA COUNTY
CLEVELAND,CWM ENVIRONMENTAL CLEVELAND
CLEVELAND,DAY-GLO COLOR CORPORATION
CLEVELAND,ELCO CORPORATION
CLEVELAND,EUCLID CHEMICAL COMPANY
CLEVELAND,FIRST ENERGY CORPORATION
CLEVELAND,JERRY'S ELECTRIC MOTOR SERVICE INC
CLEVELAND,LINDE GAS LLC
CLEVELAND,LUBRIZOL ADVANCED MATERIALS INC
CLEVELAND,LUBRIZOL.
CLEVELAND,MANUFACTURERS CHEMICAL LP
CLEVELAND,NASA GLENN RESEARCH CENTER
CLEVELAND,NORTHEAST OHIO REGIONAL SEWER DISTR
CLEWISTON,US SUGAR CORP
CLIFTON,PASSAIC VALLEY WATER COMMISSION
CLINTON,ACTION TECHNOLOGY
CLINTON,ADM BIOPROCESSING INC
CLINTON,BEMIS CLYSAR INC
CLINTON,CITY OF CLINTON
CLINTON,GULF STATES CANNERS
CLINTON,HAMILTON COLLEGE
CLINTON,MISSISSIPPI COLLEGE
CLINTON,POLYMER CONCENTRATES INC
CLINTON,RHEINFELDEN AMERICAS LLC
CLINTON,TECHMER PM LLC
CLOVIS,APPL INCORPORATED
COACHELLA,COACHELLA VALLEY WATER DIST
COCKEYSVILLE,BD DIAGNOSTICS
COCOA,EASTERN FLORIDA STATE COLLEGE
COEUR D ALENE,CEDAR MOUNTAIN SUPPLY
COEUR D ALENE,NORTH IDAHO COLLEGE
COEUR D ALENE,SUNSHINE MINTING INC
COFFEYVILLE,COFFEYVILLE RESOURCES NITROGEN
COLCHESTER,UNIVERSITY OF VERMONT
COLD SPRING HARBOR,COLD SPRING HARBOR LABORATORY
COLDSPRING,EASTEX ENVIRONMENTAL LAB INC
COLDWATER,ASAMA COLDWATER MFG
COLDWATER,"ASAMA COLDWATER MFG, INC."
COLLEGE PARK,#USE 1031308  UNIV OF MARYLAND
