Alaska,3872
Bahamas,5670
Bermuda,1022
Canada/New,821
Destination,1
Eastern,4135
Hawaii,1157
Mexico,3530
Nowhere,71
Pacific,233
South,266
Southern,3478
Trans-Panama,731
Transatlantic,718
Western,10114
