"North American Cruises,  January 1, 2004 - March 31, 2012",,,,,,,,,,,
Cruise Line,Vessel Name,Sail Date,Departure Port,Destination,Nights,Passengers,Normal Capacity,Month,Quarter,Year,Passengers Nights
Royal Caribbean International,FREEDOM OF THE SEAS,3/4/2012,Port Canaveral,Western Caribbean,7,"3,991","3,634",3,1,2012,"27,937"
Carnival Cruise Line,CARNIVAL SENSATION,3/4/2012,Port Canaveral,Bahamas,4,"2,675","2,052",3,1,2012,"10,700"
Norwegian Cruise Line,NORWEGIAN GEM,3/4/2012,New York,Bahamas,7,"2,972","2,394",3,1,2012,"20,804"
Carnival Cruise Line,CARNIVAL LEGEND,3/4/2012,Tampa,Western Caribbean,7,"2,356","2,124",3,1,2012,"16,492"
Carnival Cruise Line,CARNIVAL INSPIRATION,3/5/2012,Long Beach,Mexico (Pacific),4,"2,348","2,052",3,1,2012,"9,392"
Carnival Cruise Line,CARNIVAL PARADISE,3/5/2012,Tampa,Western Caribbean,5,"2,650","2,052",3,1,2012,"13,250"
Royal Caribbean International,MONARCH OF THE SEAS,3/5/2012,Port Canaveral,Bahamas,4,"2,682","2,354",3,1,2012,"10,728"
Celebrity Cruise Line,CELEBRITY MILLENNIUM,3/5/2012,Miami,Western Caribbean,5,"2,182","1,950",3,1,2012,"10,910"
Royal Caribbean International,MAJESTY OF THE SEAS,3/5/2012,Miami,Bahamas,4,"2,660","2,354",3,1,2012,"10,640"
Celebrity Cruise Line,CELEBRITY SILHOUETTE,3/5/2012,Cape Liberty,Southern Caribbean,12,"2,880","2,850",3,1,2012,"34,560"
Holland America Line,NOORDAM,3/5/2012,Fort Lauderdale,Southern Caribbean,11,"1,943","1,848",3,1,2012,"21,373"
Carnival Cruise Line,CARNIVAL IMAGINATION,3/5/2012,Miami,Western Caribbean,4,"2,661","2,052",3,1,2012,"10,644"
Carnival Cruise Line,CARNIVAL DESTINY,3/5/2012,Miami,Western Caribbean,5,"3,132","2,642",3,1,2012,"15,660"
Carnival Cruise Line,CARNIVAL ELATION,3/5/2012,New Orleans,Western Caribbean,5,"2,509","2,052",3,1,2012,"12,545"
Norwegian Cruise Line,NORWEGIAN SKY,3/5/2012,Miami,Bahamas,4,"2,380","2,002",3,1,2012,"9,520"
Celebrity Cruise Line,CELEBRITY EQUINOX,3/5/2012,Fort Lauderdale,Western Caribbean,11,"2,843","2,850",3,1,2012,"31,273"
Celebrity Cruise Line,CELEBRITY CENTURY,3/6/2012,Papeete,South Pacific/Far East,18,"1,753","1,750",3,1,2012,"31,554"
AIDA Cruise Line,AIDAAURA,3/6/2012,Miami,Western Caribbean,14,"1,268","1,266",3,1,2012,"17,752"
Princess Cruises,EMERALD PRINCESS,3/7/2012,Fort Lauderdale,Southern Caribbean,10,"3,121","3,070",3,1,2012,"31,210"
Carnival Cruise Line,CARNIVAL FANTASY,3/7/2012,Charleston,Bahamas,5,"2,473","2,052",3,1,2012,"12,365"
Norwegian Cruise Line,NORWEGIAN DAWN,3/7/2012,Miami,Southern Caribbean,11,"2,483","2,240",3,1,2012,"27,313"
Oceania Cruises,MARINA,3/7/2012,Miami,Southern Caribbean,12,"1,228","1,258",3,1,2012,"14,736"
Silversea Cruises,SILVER CLOUD,3/7/2012,Fort Lauderdale,Western Caribbean,5,266,296,3,1,2012,"1,330"
Carnival Cruise Line,CARNIVAL ECSTASY,3/8/2012,Port Canaveral,Bahamas,4,"2,550","2,052",3,1,2012,"10,200"
Carnival Cruise Line,CARNIVAL FASCINATION,3/8/2012,Jacksonville,Bahamas,4,"2,525","2,052",3,1,2012,"10,100"
Carnival Cruise Line,CARNIVAL TRIUMPH,3/8/2012,Galveston,Western Caribbean,4,"3,461","2,758",3,1,2012,"13,844"
Regent Seven Seas Cruises,SEVEN SEAS NAVIGATOR,3/8/2012,Fort Lauderdale,Eastern Caribbean,11,476,490,3,1,2012,"5,236"
Seabourn Cruise Line,SEABOURN SOJOURN,3/8/2012,Fort Lauderdale,Transatlantic,15,390,450,3,1,2012,"5,850"
Princess Cruises,ISLAND PRINCESS,3/8/2012,Fort Lauderdale,Western Caribbean,10,"2,036","1,950",3,1,2012,"20,360"
Costa Cruise Line,COSTA ATLANTICA,3/8/2012,Miami,Western Caribbean,10,"2,157","2,114",3,1,2012,"21,570"
Carnival Cruise Line,CARNIVAL SENSATION,3/8/2012,Port Canaveral,Bahamas,3,"2,557","2,052",3,1,2012,"7,671"
Royal Caribbean International,LIBERTY OF THE SEAS,3/8/2012,Fort Lauderdale,Western Caribbean,4,"4,007","3,630",3,1,2012,"16,028"
Royal Caribbean International,JEWEL OF THE SEAS,3/8/2012,Tampa,Western Caribbean,4,"2,364","2,110",3,1,2012,"9,456"
Carnival Cruise Line,CARNIVAL INSPIRATION,3/9/2012,Long Beach,Mexico (Pacific),3,"2,606","2,052",3,1,2012,"7,818"
Royal Caribbean International,MAJESTY OF THE SEAS,3/9/2012,Miami,Bahamas,3,"2,660","2,354",3,1,2012,"7,980"
Royal Caribbean International,EXPLORER OF THE SEAS,3/9/2012,Cape Liberty,Eastern Caribbean,10,"3,498","3,114",3,1,2012,"34,980"
Carnival Cruise Line,CARNIVAL IMAGINATION,3/9/2012,Miami,Bahamas,3,"2,695","2,052",3,1,2012,"8,085"
Norwegian Cruise Line,NORWEGIAN SKY,3/9/2012,Miami,Bahamas,3,"2,326","2,002",3,1,2012,"6,978"
Seabourn Cruise Line,SEABOURN SPIRIT,3/9/2012,Charlotte Amalie,Southern Caribbean,7,129,208,3,1,2012,903
Holland America Line,ZUIDERDAM,3/9/2012,Fort Lauderdale,Southern Caribbean,10,"1,908","1,848",3,1,2012,"19,080"
Royal Caribbean International,MONARCH OF THE SEAS,3/9/2012,Port Canaveral,Bahamas,3,"2,609","2,354",3,1,2012,"7,827"
Disney Cruise Line,DISNEY DREAM,3/9/2012,Port Canaveral,Bahamas,4,"3,854","2,500",3,1,2012,"15,416"
Carnival Cruise Line,CARNIVAL MIRACLE,3/9/2012,Fort Lauderdale,Southern Caribbean,8,"2,263","2,124",3,1,2012,"18,104"
Azamara Club Cruises,AZAMARA JOURNEY,3/10/2012,Bridgetown,Southern Caribbean,8,625,694,3,1,2012,"5,000"
Norwegian Cruise Line,PRIDE OF AMERICA,3/10/2012,Honolulu,Hawaii,7,"2,224","2,062",3,1,2012,"15,568"
Carnival Cruise Line,CARNIVAL PARADISE,3/10/2012,Tampa,Western Caribbean,5,"2,687","2,052",3,1,2012,"13,435"
Princess Cruises,SAPPHIRE PRINCESS,3/10/2012,Los Angeles,Hawaii,14,"2,806","2,670",3,1,2012,"39,284"
Royal Caribbean International,ENCHANTMENT OF THE SEAS,3/10/2012,Baltimore,Bahamas,9,"2,390","1,950",3,1,2012,"21,510"
Carnival Cruise Line,CARNIVAL DESTINY,3/10/2012,Miami,Western Caribbean,5,"3,368","2,642",3,1,2012,"16,840"
Carnival Cruise Line,CARNIVAL ELATION,3/10/2012,New Orleans,Western Caribbean,5,"2,693","2,052",3,1,2012,"13,465"
Princess Cruises,CROWN PRINCESS,3/10/2012,Fort Lauderdale,Southern Caribbean,7,"3,300","3,080",3,1,2012,"23,100"
Princess Cruises,GRAND PRINCESS,3/10/2012,Fort Lauderdale,Eastern Caribbean,7,"2,771","2,600",3,1,2012,"19,397"
Holland America Line,EURODAM,3/10/2012,Fort Lauderdale,Eastern Caribbean,7,"2,272","2,104",3,1,2012,"15,904"
Norwegian Cruise Line,NORWEGIAN EPIC,3/10/2012,Miami,Eastern Caribbean,7,"4,795","4,200",3,1,2012,"33,565"
Norwegian Cruise Line,NORWEGIAN SUN,3/10/2012,Port Canaveral,Eastern Caribbean,7,"2,178","2,000",3,1,2012,"15,246"
Celebrity Cruise Line,CELEBRITY ECLIPSE,3/10/2012,Miami,Southern Caribbean,7,"3,163","2,850",3,1,2012,"22,141"
Carnival Cruise Line,CARNIVAL FREEDOM,3/10/2012,Fort Lauderdale,Southern Caribbean,8,"3,624","2,974",3,1,2012,"28,992"
Celebrity Cruise Line,CELEBRITY MILLENNIUM,3/10/2012,Miami,Western Caribbean,5,"2,313","1,950",3,1,2012,"11,565"
Disney Cruise Line,DISNEY MAGIC,3/10/2012,Port Canaveral,Eastern Caribbean,7,"2,612","1,754",3,1,2012,"18,284"
Carnival Cruise Line,CARNIVAL DREAM,3/10/2012,Port Canaveral,Eastern Caribbean,7,"4,520","3,646",3,1,2012,"31,640"
Royal Caribbean International,VOYAGER OF THE SEAS,3/10/2012,New Orleans,Western Caribbean,7,"3,701","3,114",3,1,2012,"25,907"
Celebrity Cruise Line,CELEBRITY CONSTELLATION,3/10/2012,Fort Lauderdale,Southern Caribbean,14,"2,055","1,950",3,1,2012,"28,770"
Carnival Cruise Line,CARNIVAL LIBERTY,3/10/2012,Miami,Western Caribbean,7,"3,658","2,974",3,1,2012,"25,606"
Royal Caribbean International,OASIS OF THE SEAS,3/10/2012,Fort Lauderdale,Eastern Caribbean,7,"6,226","5,400",3,1,2012,"43,582"
Royal Caribbean International,SERENADE OF THE SEAS,3/10/2012,San Juan,Southern Caribbean,7,"2,395","2,100",3,1,2012,"16,765"
Celebrity Cruise Line,CELEBRITY SUMMIT,3/10/2012,San Juan,Southern Caribbean,7,"2,213","1,950",3,1,2012,"15,491"
MSC Italian Cruises,MSC POESIA,3/10/2012,Fort Lauderdale,Western Caribbean,7,"2,641","2,550",3,1,2012,"18,487"
Norwegian Cruise Line,NORWEGIAN JEWEL,3/10/2012,New York,Bahamas,7,"2,900","2,376",3,1,2012,"20,300"
Holland America Line,OOSTERDAM,3/10/2012,San Diego,Mexico (Pacific),7,"1,954","1,848",3,1,2012,"13,678"
Celebrity Cruise Line,CELEBRITY INFINITY,3/11/2012,Valparaiso,Trans-Panama Canal,15,"2,033","2,046",3,1,2012,"30,495"
Norwegian Cruise Line,NORWEGIAN STAR,3/11/2012,Tampa,Western Caribbean,7,"2,777","2,240",3,1,2012,"19,439"
Holland America Line,RYNDAM,3/11/2012,Tampa,Western Caribbean,7,"1,354","1,266",3,1,2012,"9,478"
Carnival Cruise Line,CARNIVAL SPLENDOR,3/11/2012,Long Beach,Mexico (Pacific),7,"3,630","3,006",3,1,2012,"25,410"
Royal Caribbean International,MARINER OF THE SEAS,3/11/2012,Galveston,Western Caribbean,7,"3,659","3,114",3,1,2012,"25,613"
Carnival Cruise Line,CARNIVAL SPIRIT,3/11/2012,San Diego,Mexico (Pacific),5,"2,608","2,124",3,1,2012,"13,040"
Carnival Cruise Line,CARNIVAL MAGIC,3/11/2012,Galveston,Bahamas,7,"4,656","3,690",3,1,2012,"32,592"
Disney Cruise Line,DISNEY WONDER,3/11/2012,Los Angeles,Mexico (Pacific),7,"2,700","1,754",3,1,2012,"18,900"
Carnival Cruise Line,CARNIVAL CONQUEST,3/11/2012,New Orleans,Western Caribbean,7,"3,685","2,974",3,1,2012,"25,795"
Carnival Cruise Line,CARNIVAL LEGEND,3/11/2012,Tampa,Western Caribbean,7,"2,616","2,124",3,1,2012,"18,312"
Princess Cruises,RUBY PRINCESS,3/11/2012,Fort Lauderdale,Eastern Caribbean,7,"3,356","3,070",3,1,2012,"23,492"
Norwegian Cruise Line,NORWEGIAN PEARL,3/11/2012,Miami,Western Caribbean,7,"2,801","2,394",3,1,2012,"19,607"
Norwegian Cruise Line,NORWEGIAN SPIRIT,3/11/2012,New Orleans,Western Caribbean,7,"2,401","1,966",3,1,2012,"16,807"
Carnival Cruise Line,CARNIVAL VALOR,3/11/2012,Miami,Western Caribbean,6,"3,652","2,974",3,1,2012,"21,912"
Carnival Cruise Line,CARNIVAL PRIDE,3/11/2012,Baltimore,Bahamas,7,"2,646","2,124",3,1,2012,"18,522"
Carnival Cruise Line,CARNIVAL GLORY,3/11/2012,Miami,Eastern Caribbean,7,"3,685","2,974",3,1,2012,"25,795"
Carnival Cruise Line,CARNIVAL VICTORY,3/11/2012,San Juan,Southern Caribbean,7,"3,150","2,758",3,1,2012,"22,050"
Royal Caribbean International,ADVENTURE OF THE SEAS,3/11/2012,San Juan,Southern Caribbean,7,"3,323","3,114",3,1,2012,"23,261"
Holland America Line,NIEUW AMSTERDAM,3/11/2012,Fort Lauderdale,Western Caribbean,7,"1,719","2,044",3,1,2012,"12,033"
Carnival Cruise Line,CARNIVAL SENSATION,3/11/2012,Port Canaveral,Bahamas,4,"2,660","2,052",3,1,2012,"10,640"
Royal Caribbean International,FREEDOM OF THE SEAS,3/11/2012,Port Canaveral,Eastern Caribbean,7,"4,209","3,634",3,1,2012,"29,463"
Princess Cruises,CARIBBEAN PRINCESS,3/11/2012,San Juan,Southern Caribbean,7,"2,741","3,100",3,1,2012,"19,187"
Royal Caribbean International,NAVIGATOR OF THE SEAS,3/11/2012,Fort Lauderdale,Western Caribbean,5,"3,623","3,114",3,1,2012,"18,115"
Royal Caribbean International,ALLURE OF THE SEAS,3/11/2012,Fort Lauderdale,Western Caribbean,7,"6,300","5,400",3,1,2012,"44,100"
Celebrity Cruise Line,CELEBRITY SOLSTICE,3/11/2012,Fort Lauderdale,Eastern Caribbean,7,"2,964","2,850",3,1,2012,"20,748"
Norwegian Cruise Line,NORWEGIAN GEM,3/11/2012,New York,Bahamas,7,"3,014","2,394",3,1,2012,"21,098"
Carnival Cruise Line,CARNIVAL INSPIRATION,3/12/2012,Long Beach,Mexico (Pacific),4,"2,687","2,052",3,1,2012,"10,748"
Royal Caribbean International,JEWEL OF THE SEAS,3/12/2012,Tampa,Western Caribbean,5,"2,271","2,110",3,1,2012,"11,355"
Carnival Cruise Line,CARNIVAL TRIUMPH,3/12/2012,Galveston,Western Caribbean,5,"3,465","2,758",3,1,2012,"17,325"
Royal Caribbean International,MAJESTY OF THE SEAS,3/12/2012,Miami,Bahamas,4,"2,660","2,354",3,1,2012,"10,640"
Carnival Cruise Line,CARNIVAL IMAGINATION,3/12/2012,Miami,Western Caribbean,4,"2,695","2,052",3,1,2012,"10,780"
Carnival Cruise Line,CARNIVAL FANTASY,3/12/2012,Charleston,Bahamas,5,"2,633","2,052",3,1,2012,"13,165"
Carnival Cruise Line,CARNIVAL FASCINATION,3/12/2012,Jacksonville,Bahamas,5,"2,568","2,052",3,1,2012,"12,840"
Norwegian Cruise Line,NORWEGIAN SKY,3/12/2012,Miami,Bahamas,4,"2,338","2,002",3,1,2012,"9,352"
Holland America Line,MAASDAM,3/12/2012,Fort Lauderdale,Southern Caribbean,11,"1,248","1,266",3,1,2012,"13,728"
Holland America Line,PRINSENDAM,3/12/2012,Fort Lauderdale,Transatlantic,11,634,786,3,1,2012,"6,974"
Silversea Cruises,SILVER CLOUD,3/12/2012,Fort Lauderdale,Southern Caribbean,9,237,296,3,1,2012,"2,133"
Carnival Cruise Line,CARNIVAL ECSTASY,3/12/2012,Port Canaveral,Bahamas,5,"2,651","2,052",3,1,2012,"13,255"
Royal Caribbean International,MONARCH OF THE SEAS,3/12/2012,Port Canaveral,Bahamas,4,"2,716","2,354",3,1,2012,"10,864"
Royal Caribbean International,LIBERTY OF THE SEAS,3/12/2012,Fort Lauderdale,Western Caribbean,5,"4,254","3,630",3,1,2012,"21,270"
Princess Cruises,CORAL PRINCESS,3/13/2012,Los Angeles,Trans-Panama Canal,14,"1,955","1,974",3,1,2012,"27,370"
Disney Cruise Line,DISNEY DREAM,3/13/2012,Port Canaveral,Bahamas,5,"3,869","2,500",3,1,2012,"19,345"
Princess Cruises,GOLDEN PRINCESS,3/14/2012,Los Angeles,Hawaii,14,"2,691","2,600",3,1,2012,"37,674"
Carnival Cruise Line,CARNIVAL PARADISE,3/15/2012,Tampa,Western Caribbean,4,"2,697","2,052",3,1,2012,"10,788"
Carnival Cruise Line,CARNIVAL DESTINY,3/15/2012,Miami,Western Caribbean,4,"3,219","2,642",3,1,2012,"12,876"
Celebrity Cruise Line,CELEBRITY MILLENNIUM,3/15/2012,Miami,Western Caribbean,4,"2,219","1,950",3,1,2012,"8,876"
Carnival Cruise Line,CARNIVAL ELATION,3/15/2012,New Orleans,Western Caribbean,4,"2,675","2,052",3,1,2012,"10,700"
Carnival Cruise Line,CARNIVAL SENSATION,3/15/2012,Port Canaveral,Bahamas,3,"2,648","2,052",3,1,2012,"7,944"
Carnival Cruise Line,CARNIVAL INSPIRATION,3/16/2012,Long Beach,Mexico (Pacific),3,"2,696","2,052",3,1,2012,"8,088"
Carnival Cruise Line,CARNIVAL SPIRIT,3/16/2012,San Diego,Mexico (Pacific),9,"2,412","2,124",3,1,2012,"21,708"
Norwegian Cruise Line,NORWEGIAN SKY,3/16/2012,Miami,Bahamas,3,"2,240","2,002",3,1,2012,"6,720"
Royal Caribbean International,MAJESTY OF THE SEAS,3/16/2012,Miami,Bahamas,3,"2,660","2,354",3,1,2012,"7,980"
Carnival Cruise Line,CARNIVAL IMAGINATION,3/16/2012,Miami,Bahamas,3,"2,697","2,052",3,1,2012,"8,091"
Seabourn Cruise Line,SEABOURN SPIRIT,3/16/2012,Charlotte Amalie,Eastern Caribbean,7,202,208,3,1,2012,"1,414"
Holland America Line,NOORDAM,3/16/2012,Fort Lauderdale,Southern Caribbean,10,"1,771","1,848",3,1,2012,"17,710"
Royal Caribbean International,MONARCH OF THE SEAS,3/16/2012,Port Canaveral,Bahamas,3,"2,609","2,354",3,1,2012,"7,827"
Celebrity Cruise Line,CELEBRITY EQUINOX,3/16/2012,Fort Lauderdale,Southern Caribbean,10,"2,827","2,850",3,1,2012,"28,270"
Royal Caribbean International,NAVIGATOR OF THE SEAS,3/16/2012,Fort Lauderdale,Southern Caribbean,9,"3,629","3,114",3,1,2012,"32,661"
Cunard Line,QUEEN VICTORIA,3/16/2012,New York,Transatlantic,8,"1,901","2,014",3,1,2012,"15,208"
Holland America Line,STATENDAM,3/16/2012,San Diego,Trans-Panama Canal,14,"1,218","1,266",3,1,2012,"17,052"
Norwegian Cruise Line,PRIDE OF AMERICA,3/17/2012,Honolulu,Hawaii,7,"2,193","2,062",3,1,2012,"15,351"
SeaDream Yacht Club,SEADREAM I,3/17/2012,St. Martin,Southern Caribbean,7,85,110,3,1,2012,595
Royal Caribbean International,JEWEL OF THE SEAS,3/17/2012,Tampa,Western Caribbean,5,"2,488","2,110",3,1,2012,"12,440"
Carnival Cruise Line,CARNIVAL FASCINATION,3/17/2012,Jacksonville,Bahamas,5,"2,618","2,052",3,1,2012,"13,090"
Carnival Cruise Line,CARNIVAL TRIUMPH,3/17/2012,Galveston,Western Caribbean,5,"3,433","2,758",3,1,2012,"17,165"
Carnival Cruise Line,CARNIVAL VALOR,3/17/2012,Miami,Eastern Caribbean,8,"3,572","2,974",3,1,2012,"28,576"
Carnival Cruise Line,CARNIVAL FANTASY,3/17/2012,Charleston,Bahamas,6,"2,443","2,052",3,1,2012,"14,658"
Celebrity Cruise Line,CELEBRITY SILHOUETTE,3/17/2012,Cape Liberty,Southern Caribbean,12,"2,866","2,850",3,1,2012,"34,392"
Carnival Cruise Line,CARNIVAL LIBERTY,3/17/2012,Miami,Eastern Caribbean,7,"3,551","2,974",3,1,2012,"24,857"
Norwegian Cruise Line,NORWEGIAN EPIC,3/17/2012,Miami,Eastern Caribbean,7,"4,620","4,200",3,1,2012,"32,340"
Disney Cruise Line,DISNEY MAGIC,3/17/2012,Port Canaveral,Western Caribbean,7,"2,635","1,754",3,1,2012,"18,445"
Holland America Line,EURODAM,3/17/2012,Fort Lauderdale,Eastern Caribbean,7,"2,241","2,104",3,1,2012,"15,687"
Carnival Cruise Line,CARNIVAL ECSTASY,3/17/2012,Port Canaveral,Bahamas,5,"2,603","2,052",3,1,2012,"13,015"
Celebrity Cruise Line,CELEBRITY ECLIPSE,3/17/2012,Miami,Eastern Caribbean,7,"2,977","2,850",3,1,2012,"20,839"
Holland America Line,OOSTERDAM,3/17/2012,San Diego,Hawaii,14,"1,804","1,848",3,1,2012,"25,256"
Carnival Cruise Line,CARNIVAL DREAM,3/17/2012,Port Canaveral,Western Caribbean,7,"4,472","3,646",3,1,2012,"31,304"
Norwegian Cruise Line,NORWEGIAN SUN,3/17/2012,Port Canaveral,Western Caribbean,7,"2,199","2,000",3,1,2012,"15,393"
Princess Cruises,CROWN PRINCESS,3/17/2012,Fort Lauderdale,Southern Caribbean,7,"3,212","3,080",3,1,2012,"22,484"
Princess Cruises,EMERALD PRINCESS,3/17/2012,Fort Lauderdale,Southern Caribbean,10,"2,863","3,070",3,1,2012,"28,630"
Princess Cruises,GRAND PRINCESS,3/17/2012,Fort Lauderdale,Western Caribbean,7,"2,369","2,600",3,1,2012,"16,583"
Royal Caribbean International,VOYAGER OF THE SEAS,3/17/2012,New Orleans,Western Caribbean,7,"3,645","3,114",3,1,2012,"25,515"
MSC Italian Cruises,MSC POESIA,3/17/2012,Fort Lauderdale,Transatlantic,16,"2,398","2,550",3,1,2012,"38,368"
Carnival Cruise Line,CARNIVAL MIRACLE,3/17/2012,Fort Lauderdale,Southern Caribbean,8,"2,388","2,124",3,1,2012,"19,104"
Royal Caribbean International,LIBERTY OF THE SEAS,3/17/2012,Fort Lauderdale,Western Caribbean,5,"4,155","3,630",3,1,2012,"20,775"
Royal Caribbean International,SERENADE OF THE SEAS,3/17/2012,San Juan,Southern Caribbean,7,"2,149","2,100",3,1,2012,"15,043"
Celebrity Cruise Line,CELEBRITY SUMMIT,3/17/2012,San Juan,Southern Caribbean,7,"2,013","1,950",3,1,2012,"14,091"
Royal Caribbean International,OASIS OF THE SEAS,3/17/2012,Fort Lauderdale,Western Caribbean,7,"6,042","5,400",3,1,2012,"42,294"
Norwegian Cruise Line,NORWEGIAN JEWEL,3/17/2012,New York,Bahamas,7,"2,793","2,376",3,1,2012,"19,551"
Carnival Cruise Line,CARNIVAL SPLENDOR,3/18/2012,Long Beach,Mexico (Pacific),7,"3,646","3,006",3,1,2012,"25,522"
Holland America Line,RYNDAM,3/18/2012,Tampa,Western Caribbean,7,"1,311","1,266",3,1,2012,"9,177"
Carnival Cruise Line,CARNIVAL MAGIC,3/18/2012,Galveston,Western Caribbean,7,"4,528","3,690",3,1,2012,"31,696"
Disney Cruise Line,DISNEY WONDER,3/18/2012,Los Angeles,Mexico (Pacific),7,"2,678","1,754",3,1,2012,"18,746"
Royal Caribbean International,MARINER OF THE SEAS,3/18/2012,Galveston,Western Caribbean,7,"3,603","3,114",3,1,2012,"25,221"
Norwegian Cruise Line,NORWEGIAN STAR,3/18/2012,Tampa,Western Caribbean,7,"2,389","2,240",3,1,2012,"16,723"
Holland America Line,WESTERDAM,3/18/2012,Fort Lauderdale,Southern Caribbean,7,"2,006","1,848",3,1,2012,"14,042"
Holland America Line,NIEUW AMSTERDAM,3/18/2012,Fort Lauderdale,Eastern Caribbean,7,"2,208","2,044",3,1,2012,"15,456"
Norwegian Cruise Line,NORWEGIAN SPIRIT,3/18/2012,New Orleans,Western Caribbean,7,"2,284","1,966",3,1,2012,"15,988"
Princess Cruises,RUBY PRINCESS,3/18/2012,Fort Lauderdale,Eastern Caribbean,7,"3,341","3,070",3,1,2012,"23,387"
Carnival Cruise Line,CARNIVAL CONQUEST,3/18/2012,New Orleans,Western Caribbean,7,"3,663","2,974",3,1,2012,"25,641"
Princess Cruises,ISLAND PRINCESS,3/18/2012,Fort Lauderdale,Western Caribbean,10,"2,016","1,950",3,1,2012,"20,160"
Norwegian Cruise Line,NORWEGIAN DAWN,3/18/2012,Miami,Southern Caribbean,10,"2,437","2,240",3,1,2012,"24,370"
Norwegian Cruise Line,NORWEGIAN PEARL,3/18/2012,Miami,Western Caribbean,7,"2,438","2,394",3,1,2012,"17,066"
Disney Cruise Line,DISNEY DREAM,3/18/2012,Port Canaveral,Bahamas,4,"3,834","2,500",3,1,2012,"15,336"
Carnival Cruise Line,CARNIVAL SENSATION,3/18/2012,Port Canaveral,Bahamas,4,"2,637","2,052",3,1,2012,"10,548"
Carnival Cruise Line,CARNIVAL VICTORY,3/18/2012,San Juan,Southern Caribbean,7,"3,010","2,758",3,1,2012,"21,070"
Royal Caribbean International,FREEDOM OF THE SEAS,3/18/2012,Port Canaveral,Western Caribbean,7,"4,086","3,634",3,1,2012,"28,602"
Royal Caribbean International,ADVENTURE OF THE SEAS,3/18/2012,San Juan,Southern Caribbean,7,"3,323","3,114",3,1,2012,"23,261"
Carnival Cruise Line,CARNIVAL PRIDE,3/18/2012,Baltimore,Bahamas,7,"2,534","2,124",3,1,2012,"17,738"
Costa Cruise Line,COSTA ATLANTICA,3/18/2012,Miami,Western Caribbean,10,"2,202","2,114",3,1,2012,"22,020"
Carnival Cruise Line,CARNIVAL GLORY,3/18/2012,Miami,Western Caribbean,7,"3,631","2,974",3,1,2012,"25,417"
Azamara Club Cruises,AZAMARA JOURNEY,3/18/2012,Miami,Eastern Caribbean,12,629,694,3,1,2012,"7,548"
Regent Seven Seas Cruises,SEVEN SEAS MARINER,3/18/2012,Fort Lauderdale,Transatlantic,15,693,700,3,1,2012,"10,395"
Carnival Cruise Line,CARNIVAL FREEDOM,3/18/2012,Fort Lauderdale,Western Caribbean,6,"3,590","2,974",3,1,2012,"21,540"
Royal Caribbean International,ALLURE OF THE SEAS,3/18/2012,Fort Lauderdale,Eastern Caribbean,7,"6,200","5,400",3,1,2012,"43,400"
Celebrity Cruise Line,CELEBRITY SOLSTICE,3/18/2012,Fort Lauderdale,Western Caribbean,7,"2,953","2,850",3,1,2012,"20,671"
Norwegian Cruise Line,NORWEGIAN GEM,3/18/2012,New York,Bahamas,7,"2,828","2,394",3,1,2012,"19,796"
Carnival Cruise Line,CARNIVAL LEGEND,3/18/2012,Tampa,Western Caribbean,7,"2,517","2,124",3,1,2012,"17,619"
Carnival Cruise Line,CARNIVAL INSPIRATION,3/19/2012,Long Beach,Mexico (Pacific),4,"2,676","2,052",3,1,2012,"10,704"
Royal Caribbean International,ENCHANTMENT OF THE SEAS,3/19/2012,Baltimore,Southern Caribbean,12,"2,267","1,950",3,1,2012,"27,204"
Carnival Cruise Line,CARNIVAL PARADISE,3/19/2012,Tampa,Western Caribbean,5,"2,691","2,052",3,1,2012,"13,455"
Royal Caribbean International,EXPLORER OF THE SEAS,3/19/2012,Cape Liberty,Southern Caribbean,11,"3,183","3,114",3,1,2012,"35,013"
Princess Cruises,STAR PRINCESS,3/19/2012,San Francisco,Hawaii,15,"2,783","2,600",3,1,2012,"41,745"
Celebrity Cruise Line,CELEBRITY MILLENNIUM,3/19/2012,Miami,Western Caribbean,5,"2,195","1,950",3,1,2012,"10,975"
Royal Caribbean International,MAJESTY OF THE SEAS,3/19/2012,Miami,Bahamas,4,"2,660","2,354",3,1,2012,"10,640"
Carnival Cruise Line,CARNIVAL IMAGINATION,3/19/2012,Miami,Western Caribbean,4,"2,625","2,052",3,1,2012,"10,500"
Carnival Cruise Line,CARNIVAL DESTINY,3/19/2012,Miami,Western Caribbean,5,"3,262","2,642",3,1,2012,"16,310"
Holland America Line,ZUIDERDAM,3/19/2012,Fort Lauderdale,Southern Caribbean,11,"1,954","1,848",3,1,2012,"21,494"
Norwegian Cruise Line,NORWEGIAN SKY,3/19/2012,Miami,Bahamas,4,"2,289","2,002",3,1,2012,"9,156"
Carnival Cruise Line,CARNIVAL ELATION,3/19/2012,New Orleans,Western Caribbean,5,"2,669","2,052",3,1,2012,"13,345"
Oceania Cruises,MARINA,3/19/2012,Miami,Transatlantic,14,"1,209","1,258",3,1,2012,"16,926"
Crystal Cruises,CRYSTAL SYMPHONY,3/19/2012,Miami,Transatlantic,10,842,940,3,1,2012,"8,420"
Royal Caribbean International,MONARCH OF THE SEAS,3/19/2012,Port Canaveral,Bahamas,4,"2,679","2,354",3,1,2012,"10,716"
